state	collection_date	n	n_sgtf	n_b117	n_seq	n_sgtf_seq
IN	2021-01-11	264	0	0	4	0
IN	2021-01-12	254	0	0	2	0
IN	2021-01-13	212	0	0	0	0
IN	2021-01-14	228	0	0	1	0
IN	2021-01-15	209	1	0	0	0
IN	2021-01-16	197	0	0	0	0
IN	2021-01-17	215	0	0	0	0
IN	2021-01-18	202	1	0	0	0
IN	2021-01-19	211	0	0	0	0
IN	2021-01-20	186	0	0	0	0
IN	2021-01-21	185	2	0	0	0
IN	2021-01-22	161	3	0	0	0
IN	2021-01-23	137	0	0	0	0
IN	2021-01-24	149	0	0	0	0
IN	2021-01-25	129	0	0	0	0
IN	2021-01-26	134	0	0	0	0
IN	2021-01-27	114	1	0	0	0
IN	2021-01-28	112	1	0	0	0
IN	2021-01-29	44	0	0	0	0
KS	2020-09-08	1	0	0	0	0
KS	2020-09-10	1	0	0	0	0
KS	2020-09-15	1	0	0	0	0
KS	2020-10-19	1	0	0	0	0
KS	2020-10-24	2	0	0	0	0
KS	2020-10-26	1	0	0	0	0
KS	2020-10-29	1	0	0	0	0
KS	2020-11-03	1	0	0	0	0
KS	2020-11-04	1	0	0	0	0
KS	2020-11-10	3	0	0	0	0
KS	2020-11-17	3	0	0	0	0
KS	2020-11-18	1	0	0	0	0
KS	2020-11-20	1	0	0	0	0
KS	2020-11-21	1	0	0	0	0
KS	2020-11-24	1	0	0	0	0
KS	2020-11-28	2	0	0	0	0
KS	2020-11-30	2	0	0	0	0
KS	2020-12-01	2	0	0	0	0
KS	2020-12-03	1	0	0	0	0
KS	2020-12-07	1	0	0	0	0
KS	2020-12-08	4	0	0	0	0
KS	2020-12-10	4	0	0	0	0
KS	2020-12-14	1	0	0	0	0
KS	2020-12-15	3	0	0	0	0
KS	2020-12-17	3	0	0	0	0
KS	2020-12-19	1	0	0	0	0
KS	2020-12-21	1	0	0	0	0
KS	2020-12-22	2	0	0	0	0
KS	2020-12-24	2	0	0	0	0
KS	2020-12-26	1	0	0	0	0
KS	2020-12-28	3	0	0	0	0
KS	2020-12-29	1	0	0	0	0
KS	2021-01-05	2	0	0	1	0
KS	2021-01-07	2	0	0	0	0
KS	2021-01-08	2	0	0	0	0
KS	2021-01-09	1	0	0	0	0
KS	2021-01-12	2	0	0	1	0
KS	2021-01-14	1	0	0	0	0
KS	2021-01-19	1	0	0	0	0
KS	2021-01-25	1	0	0	0	0
KY	2020-09-05	1	0	0	0	0
KY	2020-09-15	1	0	0	0	0
KY	2020-09-17	3	0	0	0	0
KY	2020-09-24	1	0	0	0	0
KY	2020-09-29	2	0	0	0	0
KY	2020-10-01	3	0	0	0	0
KY	2020-10-06	3	0	0	0	0
KY	2020-10-08	2	0	0	0	0
KY	2020-10-13	2	0	0	0	0
KY	2020-10-15	4	0	0	0	0
KY	2020-10-20	3	0	0	0	0
KY	2020-10-22	3	0	0	0	0
KY	2020-10-24	1	0	0	0	0
KY	2020-10-27	5	0	0	0	0
KY	2020-10-28	1	0	0	0	0
KY	2020-10-29	12	0	0	0	0
KY	2020-10-30	1	0	0	0	0
KY	2020-10-31	2	0	0	0	0
KY	2020-11-03	9	0	0	0	0
KY	2020-11-04	4	0	0	0	0
KY	2020-11-05	11	0	0	0	0
KY	2020-11-06	3	0	0	0	0
KY	2020-11-07	8	0	0	0	0
KY	2020-11-08	2	0	0	0	0
KY	2020-11-09	5	0	0	0	0
KY	2020-11-10	13	0	0	0	0
KY	2020-11-11	4	0	0	0	0
KY	2020-11-12	16	0	0	0	0
KY	2020-11-13	5	0	0	0	0
KY	2020-11-14	3	0	0	0	0
KY	2020-11-15	3	0	0	0	0
KY	2020-11-16	2	0	0	0	0
KY	2020-11-17	18	0	0	0	0
KY	2020-11-18	9	0	0	0	0
KY	2020-11-19	19	0	0	0	0
KY	2020-11-20	6	0	0	0	0
KY	2020-11-21	4	0	0	0	0
KY	2020-11-22	5	0	0	0	0
KY	2020-11-23	9	0	0	0	0
KY	2020-11-24	14	0	0	0	0
KY	2020-11-25	11	0	0	0	0
KY	2020-11-26	2	0	0	0	0
KY	2020-11-27	5	0	0	0	0
KY	2020-11-28	13	0	0	0	0
KY	2020-11-29	1	0	0	0	0
KY	2020-11-30	6	0	0	0	0
KY	2020-12-01	19	0	0	0	0
KY	2020-12-02	6	0	0	0	0
KY	2020-12-03	24	0	0	0	0
KY	2020-12-04	4	0	0	0	0
KY	2020-12-05	2	0	0	0	0
KY	2020-12-06	2	0	0	0	0
KY	2020-12-07	6	0	0	0	0
KY	2020-12-08	18	0	0	0	0
KY	2020-12-09	1	0	0	0	0
KY	2020-12-10	21	0	0	0	0
KY	2020-12-11	2	0	0	0	0
KY	2020-12-12	3	0	0	0	0
KY	2020-12-13	1	0	0	0	0
KY	2020-12-14	7	0	0	0	0
KY	2020-12-15	13	0	0	0	0
KY	2020-12-16	3	0	0	0	0
KY	2020-12-17	11	0	0	0	0
KY	2020-12-18	1	0	0	0	0
KY	2020-12-19	2	0	0	0	0
KY	2020-12-20	2	0	0	0	0
KY	2020-12-21	2	0	0	0	0
KY	2020-12-22	9	0	0	0	0
KY	2020-12-23	1	0	0	0	0
KY	2020-12-26	3	0	0	0	0
KY	2020-12-27	2	0	0	0	0
KY	2020-12-28	5	0	0	0	0
KY	2020-12-29	8	0	0	0	0
KY	2020-12-30	4	0	0	0	0
KY	2020-12-31	7	0	0	1	0
KY	2021-01-02	8	0	0	1	0
KY	2021-01-03	6	0	0	1	0
KY	2021-01-04	9	0	0	1	0
KY	2021-01-05	9	0	0	1	0
KY	2021-01-06	1	0	0	1	0
KY	2021-01-07	5	0	0	0	0
KY	2021-01-08	4	0	0	0	0
KY	2021-01-09	2	0	0	0	0
KY	2021-01-10	6	0	0	1	0
KY	2021-01-12	3	0	0	0	0
KY	2021-01-13	1	0	0	1	0
KY	2021-01-14	6	0	0	0	0
KY	2021-01-15	1	0	0	0	0
KY	2021-01-16	3	0	0	0	0
KY	2021-01-17	1	0	0	0	0
KY	2021-01-19	7	0	0	0	0
KY	2021-01-20	3	0	0	0	0
KY	2021-01-21	5	0	0	0	0
KY	2021-01-22	1	0	0	0	0
KY	2021-01-23	1	0	0	0	0
KY	2021-01-25	1	0	0	0	0
KY	2021-01-26	6	0	0	0	0
KY	2021-01-27	3	0	0	0	0
KY	2021-01-28	5	0	0	0	0
KY	2021-01-29	1	0	0	0	0
LA	2020-09-08	3	0	0	0	0
LA	2020-09-10	2	0	0	0	0
LA	2020-09-11	1	0	0	0	0
LA	2020-09-17	3	0	0	0	0
LA	2020-09-18	1	0	0	0	0
LA	2020-09-20	1	0	0	0	0
LA	2020-09-21	3	0	0	0	0
LA	2020-09-22	4	0	0	0	0
LA	2020-09-23	4	0	0	0	0
LA	2020-09-25	2	0	0	0	0
LA	2020-09-29	5	0	0	0	0
LA	2020-10-01	3	0	0	0	0
LA	2020-10-02	1	0	0	0	0
LA	2020-10-03	2	0	0	0	0
LA	2020-10-06	2	0	0	0	0
LA	2020-10-08	3	0	0	0	0
LA	2020-10-10	2	0	0	0	0
LA	2020-10-11	1	0	0	0	0
LA	2020-10-12	2	0	0	0	0
LA	2020-10-13	10	0	0	0	0
LA	2020-10-14	4	0	0	0	0
LA	2020-10-15	9	0	0	0	0
LA	2020-10-16	2	0	0	0	0
LA	2020-10-17	9	0	0	0	0
LA	2020-10-18	2	0	0	0	0
LA	2020-10-19	2	0	0	0	0
LA	2020-10-20	5	0	0	0	0
LA	2020-10-21	2	0	0	0	0
LA	2020-10-22	3	0	0	0	0
LA	2020-10-23	11	0	0	0	0
LA	2020-10-24	12	0	0	0	0
LA	2020-10-25	5	0	0	0	0
LA	2020-10-26	7	0	0	0	0
LA	2020-10-27	6	0	0	0	0
LA	2020-10-28	8	0	0	0	0
LA	2020-10-29	6	0	0	0	0
LA	2020-10-30	5	0	0	0	0
LA	2020-10-31	8	0	0	0	0
LA	2020-11-01	6	0	0	0	0
LA	2020-11-02	10	0	0	0	0
LA	2020-11-03	11	0	0	0	0
LA	2020-11-04	7	0	0	0	0
LA	2020-11-05	18	0	0	0	0
LA	2020-11-06	13	0	0	0	0
LA	2020-11-07	12	0	0	0	0
LA	2020-11-08	10	0	0	0	0
LA	2020-11-09	11	0	0	0	0
LA	2020-11-10	32	0	0	0	0
LA	2020-11-11	13	0	0	0	0
LA	2020-11-12	29	0	0	0	0
LA	2020-11-13	21	0	0	0	0
LA	2020-11-14	19	0	0	0	0
LA	2020-11-15	20	0	0	0	0
LA	2020-11-16	23	0	0	0	0
LA	2020-11-17	22	0	0	0	0
LA	2020-11-18	27	0	0	0	0
LA	2020-11-19	49	0	0	0	0
LA	2020-11-20	23	0	0	0	0
LA	2020-11-21	28	0	0	0	0
LA	2020-11-22	25	0	0	0	0
LA	2020-11-23	39	0	0	0	0
LA	2020-11-24	14	0	0	0	0
LA	2020-11-25	42	0	0	0	0
LA	2020-11-27	38	0	0	0	0
LA	2020-11-28	35	0	0	0	0
LA	2020-11-29	16	0	0	0	0
LA	2020-11-30	52	0	0	0	0
LA	2020-12-01	33	0	0	0	0
LA	2020-12-02	24	0	0	0	0
LA	2020-12-03	30	0	0	0	0
LA	2020-12-04	30	0	0	0	0
LA	2020-12-05	18	0	0	0	0
LA	2020-12-06	25	1	0	0	0
LA	2020-12-07	29	0	0	0	0
LA	2020-12-08	42	0	0	0	0
LA	2020-12-09	38	0	0	0	0
LA	2020-12-10	36	0	0	0	0
LA	2020-12-11	34	0	0	0	0
LA	2020-12-12	37	0	0	0	0
LA	2020-12-13	22	0	0	0	0
LA	2020-12-14	34	0	0	0	0
LA	2020-12-15	43	0	0	0	0
LA	2020-12-16	31	0	0	0	0
LA	2020-12-17	33	0	0	0	0
LA	2020-12-18	37	0	0	0	0
LA	2020-12-19	29	0	0	0	0
LA	2020-12-20	29	0	0	0	0
LA	2020-12-21	44	0	0	0	0
LA	2020-12-22	26	0	0	0	0
LA	2020-12-23	45	0	0	0	0
LA	2020-12-24	30	0	0	0	0
LA	2020-12-26	63	0	0	0	0
LA	2020-12-27	40	0	0	0	0
LA	2020-12-28	67	1	0	1	1
LA	2020-12-29	82	0	0	0	0
LA	2020-12-30	77	0	0	0	0
LA	2020-12-31	61	0	0	2	0
LA	2021-01-02	95	1	0	1	1
LA	2021-01-03	58	0	0	1	0
LA	2021-01-04	72	1	0	3	1
LA	2021-01-05	61	0	0	3	0
LA	2021-01-06	64	0	0	1	0
LA	2021-01-07	51	0	0	0	0
LA	2021-01-08	58	0	0	0	0
LA	2021-01-09	34	1	0	0	0
LA	2021-01-10	36	0	0	1	0
LA	2021-01-11	41	1	0	1	0
LA	2021-01-12	45	0	0	2	0
LA	2021-01-13	29	0	0	0	0
LA	2021-01-14	34	0	0	0	0
LA	2021-01-15	26	0	0	1	0
LA	2021-01-16	34	0	0	0	0
LA	2021-01-17	20	0	0	0	0
LA	2021-01-18	33	0	0	0	0
LA	2021-01-19	23	0	0	0	0
LA	2021-01-20	36	0	0	0	0
LA	2021-01-21	30	0	0	0	0
LA	2021-01-22	26	1	0	0	0
LA	2021-01-23	24	0	0	0	0
LA	2021-01-24	36	0	0	0	0
LA	2021-01-25	38	1	0	0	0
LA	2021-01-26	34	0	0	0	0
LA	2021-01-27	34	0	0	0	0
LA	2021-01-28	22	1	0	0	0
LA	2021-01-29	2	0	0	0	0
MA	2020-09-09	1	0	0	0	0
MA	2020-09-24	1	0	0	0	0
MA	2020-09-27	1	0	0	0	0
MA	2020-10-06	1	0	0	0	0
MA	2020-10-07	1	0	0	0	0
MA	2020-10-08	2	0	0	0	0
MA	2020-10-09	4	1	0	0	0
MA	2020-10-10	10	0	0	0	0
MA	2020-10-11	11	0	0	0	0
MA	2020-10-12	10	0	0	0	0
MA	2020-10-13	15	0	0	0	0
MA	2020-10-14	19	3	0	0	0
MA	2020-10-15	19	1	0	0	0
MA	2020-10-16	13	1	0	0	0
MA	2020-10-17	21	0	0	0	0
MA	2020-10-18	17	0	0	0	0
MA	2020-10-19	32	1	0	0	0
MA	2020-10-20	23	0	0	0	0
MA	2020-10-21	31	0	0	0	0
MA	2020-10-22	42	0	0	0	0
MA	2020-10-23	38	1	0	0	0
MA	2020-10-24	36	1	0	0	0
MA	2020-10-25	19	0	0	0	0
MA	2020-10-26	24	1	0	0	0
MA	2020-10-27	23	0	0	0	0
MA	2020-10-28	21	1	0	0	0
MA	2020-10-29	24	2	0	0	0
MA	2020-10-30	37	1	0	0	0
MA	2020-10-31	43	0	0	0	0
MA	2020-11-01	29	2	0	0	0
MA	2020-11-02	28	1	0	0	0
MA	2020-11-03	25	0	0	0	0
MA	2020-11-04	33	1	0	0	0
MA	2020-11-05	39	2	0	0	0
MA	2020-11-06	60	1	0	0	0
MA	2020-11-07	50	1	0	0	0
MA	2020-11-08	41	0	0	0	0
MA	2020-11-09	51	0	0	0	0
MA	2020-11-10	65	3	0	0	0
MA	2020-11-11	33	1	0	0	0
MA	2020-11-12	53	0	0	0	0
MA	2020-11-13	62	1	0	0	0
MA	2020-11-14	50	4	0	0	0
MA	2020-11-15	33	3	0	0	0
MA	2020-11-16	48	1	0	0	0
MA	2020-11-17	37	1	0	0	0
MA	2020-11-18	25	2	0	0	0
MA	2020-11-19	25	0	0	0	0
MA	2020-11-20	32	2	0	0	0
MA	2020-11-21	17	2	0	0	0
MA	2020-11-22	14	0	0	0	0
MA	2020-11-23	30	1	0	0	0
MA	2020-11-24	32	1	0	0	0
MA	2020-11-25	37	2	0	0	0
MA	2020-11-27	46	1	0	0	0
MA	2020-11-28	70	4	0	0	0
MA	2020-11-29	39	2	0	0	0
MA	2020-11-30	69	5	0	0	0
MA	2020-12-01	69	3	0	0	0
MA	2020-12-02	53	4	0	0	0
MA	2020-12-03	72	0	0	0	0
MA	2020-12-04	87	2	0	0	0
MA	2020-12-05	59	3	0	0	0
MA	2020-12-06	62	3	0	0	0
MA	2020-12-07	70	2	0	0	0
MA	2020-12-08	55	1	0	0	0
MA	2020-12-09	55	0	0	0	0
MA	2020-12-10	72	3	0	0	0
MA	2020-12-11	68	4	0	0	0
MA	2020-12-12	65	5	0	0	0
MA	2020-12-13	53	3	0	0	0
MA	2020-12-14	80	1	0	0	0
MA	2020-12-15	83	2	0	0	0
MA	2020-12-16	65	2	0	0	0
MA	2020-12-17	71	0	0	0	0
MA	2020-12-18	77	3	0	0	0
MA	2020-12-19	66	4	0	4	4
MA	2020-12-20	43	2	0	2	2
MA	2020-12-21	36	0	0	0	0
MA	2020-12-22	59	1	0	0	0
MA	2020-12-23	58	4	0	0	0
MA	2020-12-24	70	1	0	1	1
MA	2020-12-26	92	4	0	4	4
MA	2020-12-27	79	2	0	2	2
MA	2020-12-28	113	4	0	4	4
MA	2020-12-29	108	4	0	4	4
MA	2020-12-30	98	3	0	3	3
MA	2020-12-31	90	5	0	5	5
MA	2021-01-02	94	6	0	3	0
MA	2021-01-03	92	2	0	3	1
MA	2021-01-04	97	5	0	8	5
MA	2021-01-05	120	2	0	5	2
MA	2021-01-06	118	4	1	7	4
MA	2021-01-07	117	3	0	0	0
MA	2021-01-08	100	5	0	0	0
MA	2021-01-09	88	2	0	0	0
MA	2021-01-10	83	3	0	4	2
MA	2021-01-11	123	9	0	1	1
MA	2021-01-12	102	1	0	4	1
MA	2021-01-13	74	0	0	0	0
MA	2021-01-14	120	2	0	2	1
MA	2021-01-15	85	3	0	0	0
MA	2021-01-16	92	2	0	0	0
MA	2021-01-17	67	0	0	0	0
MA	2021-01-18	103	0	0	0	0
MA	2021-01-19	100	3	0	0	0
MA	2021-01-20	101	4	0	0	0
MA	2021-01-21	84	1	0	0	0
MA	2021-01-22	92	1	0	0	0
MA	2021-01-23	83	1	0	0	0
MA	2021-01-24	45	1	0	0	0
MA	2021-01-25	130	6	0	0	0
MA	2021-01-26	92	1	0	0	0
MA	2021-01-27	62	3	0	0	0
MA	2021-01-28	76	1	0	0	0
MD	2020-09-11	1	0	0	0	0
MD	2020-09-12	1	0	0	0	0
MD	2020-09-27	1	0	0	0	0
MD	2020-10-04	1	0	0	0	0
MD	2020-10-05	1	0	0	0	0
MD	2020-10-08	1	0	0	0	0
MD	2020-10-09	2	0	0	0	0
MD	2020-10-20	1	0	0	0	0
MD	2020-10-22	1	0	0	0	0
MD	2020-10-23	1	0	0	0	0
MD	2020-10-24	3	0	0	0	0
MD	2020-10-25	1	0	0	0	0
MD	2020-10-27	2	0	0	0	0
MD	2020-10-28	1	0	0	0	0
MD	2020-10-30	1	0	0	0	0
MD	2020-11-06	2	0	0	0	0
MD	2020-11-07	4	0	0	0	0
MD	2020-11-10	3	0	0	0	0
MD	2020-11-11	4	0	0	0	0
MD	2020-11-12	5	0	0	0	0
MD	2020-11-13	4	0	0	0	0
MD	2020-11-14	2	0	0	0	0
MD	2020-11-15	2	0	0	0	0
MD	2020-11-16	4	0	0	0	0
MD	2020-11-17	9	0	0	0	0
MD	2020-11-18	6	0	0	0	0
MD	2020-11-19	3	0	0	0	0
MD	2020-11-20	5	0	0	0	0
MD	2020-11-21	2	0	0	0	0
MD	2020-11-22	1	0	0	0	0
MD	2020-11-23	7	0	0	0	0
MD	2020-11-24	8	0	0	0	0
MD	2020-11-25	3	0	0	0	0
MD	2020-11-27	2	0	0	0	0
MD	2020-11-28	1	0	0	0	0
MD	2020-11-29	3	0	0	0	0
MD	2020-11-30	5	0	0	0	0
MD	2020-12-01	10	0	0	0	0
MD	2020-12-02	6	0	0	0	0
MD	2020-12-04	2	0	0	0	0
MD	2020-12-05	5	0	0	0	0
MD	2020-12-06	3	0	0	0	0
MD	2020-12-07	2	0	0	0	0
MD	2020-12-08	2	0	0	0	0
MD	2020-12-09	8	0	0	0	0
MD	2020-12-10	3	0	0	0	0
MD	2020-12-11	7	0	0	0	0
MD	2020-12-13	1	0	0	0	0
MD	2020-12-14	4	0	0	0	0
MD	2020-12-15	4	0	0	0	0
MD	2020-12-16	6	0	0	0	0
MD	2020-12-17	1	0	0	0	0
MD	2020-12-18	1	0	0	0	0
MD	2020-12-19	2	0	0	0	0
MD	2020-12-21	2	0	0	0	0
MD	2020-12-22	1	0	0	0	0
MD	2020-12-23	2	0	0	0	0
MD	2020-12-24	5	0	0	0	0
MD	2020-12-26	6	0	0	0	0
MD	2020-12-27	5	0	0	0	0
MD	2020-12-28	10	0	0	0	0
MD	2020-12-29	6	0	0	0	0
MD	2020-12-30	3	0	0	0	0
MD	2020-12-31	1	0	0	1	0
MD	2021-01-02	1	0	0	0	0
MD	2021-01-03	7	0	0	0	0
MD	2021-01-04	3	0	0	1	0
MD	2021-01-05	2	0	0	1	0
MD	2021-01-06	4	0	0	1	0
MD	2021-01-07	5	0	0	0	0
MD	2021-01-08	1	0	0	0	0
MD	2021-01-09	1	0	0	0	0
MD	2021-01-10	2	0	0	1	0
MD	2021-01-11	1	0	0	1	0
MD	2021-01-12	2	0	0	0	0
MD	2021-01-13	2	0	0	0	0
MD	2021-01-14	2	0	0	0	0
MD	2021-01-15	2	0	0	0	0
MD	2021-01-16	5	0	0	0	0
MD	2021-01-17	4	0	0	0	0
MD	2021-01-18	5	0	0	0	0
MD	2021-01-19	6	0	0	0	0
MD	2021-01-20	5	0	0	0	0
MD	2021-01-21	2	0	0	0	0
MD	2021-01-22	4	0	0	0	0
MD	2021-01-23	1	0	0	0	0
MD	2021-01-24	1	0	0	0	0
MD	2021-01-25	3	0	0	0	0
MD	2021-01-26	2	0	0	0	0
MD	2021-01-27	1	0	0	0	0
MD	2021-01-28	1	0	0	0	0
ME	2020-11-16	1	0	0	0	0
ME	2020-11-19	1	0	0	0	0
ME	2020-11-24	1	0	0	0	0
ME	2020-12-01	1	0	0	0	0
ME	2020-12-03	1	0	0	0	0
ME	2020-12-07	2	0	0	0	0
ME	2020-12-08	2	1	0	0	0
ME	2020-12-10	2	1	0	0	0
ME	2020-12-21	1	0	0	0	0
ME	2020-12-27	1	0	0	0	0
ME	2020-12-30	1	0	0	0	0
ME	2020-12-31	1	0	0	0	0
ME	2021-01-02	1	0	0	0	0
ME	2021-01-04	1	0	0	1	0
ME	2021-01-07	1	0	0	0	0
ME	2021-01-11	1	0	0	0	0
ME	2021-01-12	1	0	0	1	0
ME	2021-01-13	1	0	0	1	0
ME	2021-01-17	1	0	0	0	0
ME	2021-01-19	1	0	0	0	0
ME	2021-01-20	1	0	0	0	0
ME	2021-01-27	1	0	0	0	0
MI	2020-09-10	1	0	0	0	0
MI	2020-09-18	1	0	0	0	0
MI	2020-09-20	1	0	0	0	0
MI	2020-09-25	1	0	0	0	0
MI	2020-09-28	1	0	0	0	0
MI	2020-10-01	2	0	0	0	0
MI	2020-10-06	2	0	0	0	0
MI	2020-10-07	1	0	0	0	0
MI	2020-10-09	2	0	0	0	0
MI	2020-10-13	2	0	0	0	0
MI	2020-10-15	1	0	0	0	0
MI	2020-10-16	1	0	0	0	0
MI	2020-10-17	1	0	0	0	0
MI	2020-10-19	1	0	0	0	0
MI	2020-10-20	2	0	0	0	0
MI	2020-10-23	44	0	0	0	0
MI	2020-10-24	50	0	0	0	0
MI	2020-10-25	68	0	0	0	0
MI	2020-10-26	67	0	0	0	0
MI	2020-10-27	91	0	0	0	0
MI	2020-10-28	103	0	0	0	0
MI	2020-10-29	114	0	0	0	0
MI	2020-10-30	130	0	0	0	0
MI	2020-10-31	137	0	0	0	0
MI	2020-11-01	117	0	0	0	0
MI	2020-11-02	147	0	0	0	0
MI	2020-11-03	157	0	0	0	0
MI	2020-11-04	184	0	0	0	0
MI	2020-11-05	218	0	0	0	0
MI	2020-11-06	232	0	0	0	0
MI	2020-11-07	231	0	0	0	0
MI	2020-11-08	214	0	0	0	0
MI	2020-11-09	271	0	0	0	0
MI	2020-11-10	223	0	0	0	0
MI	2020-11-11	178	0	0	0	0
MI	2020-11-12	194	0	0	0	0
MI	2020-11-13	189	0	0	0	0
MI	2020-11-14	185	0	0	0	0
MI	2020-11-15	173	0	0	0	0
MI	2020-11-16	204	0	0	0	0
MI	2020-11-17	118	0	0	0	0
MI	2020-11-18	137	0	0	0	0
MI	2020-11-19	175	0	0	0	0
MI	2020-11-20	151	0	0	0	0
MI	2020-11-21	121	0	0	0	0
MI	2020-11-22	124	0	0	0	0
MI	2020-11-23	172	0	0	0	0
MI	2020-11-24	121	0	0	0	0
MI	2020-11-25	173	1	0	0	0
MI	2020-11-27	183	1	0	0	0
MI	2020-11-28	198	0	0	0	0
MI	2020-11-29	139	1	0	0	0
MI	2020-11-30	179	1	0	0	0
MI	2020-12-01	169	0	0	0	0
MI	2020-12-02	145	0	0	0	0
MI	2020-12-03	165	0	0	0	0
MI	2020-12-04	124	0	0	0	0
MI	2020-12-05	130	0	0	0	0
MI	2020-12-06	124	0	0	0	0
MI	2020-12-07	114	0	0	0	0
MI	2020-12-08	104	0	0	0	0
MI	2020-12-09	108	0	0	0	0
MI	2020-12-10	91	0	0	0	0
MI	2020-12-11	83	0	0	0	0
MI	2020-12-12	73	0	0	0	0
MI	2020-12-13	57	0	0	0	0
MI	2020-12-14	73	0	0	0	0
MI	2020-12-15	88	0	0	0	0
MI	2020-12-16	65	0	0	0	0
MI	2020-12-17	72	0	0	0	0
MI	2020-12-18	59	1	0	0	0
MI	2020-12-19	59	0	0	0	0
MI	2020-12-20	63	0	0	0	0
MI	2020-12-21	64	0	0	0	0
MI	2020-12-22	74	0	0	0	0
MI	2020-12-23	58	0	0	0	0
MI	2020-12-24	55	0	0	0	0
MI	2020-12-26	81	0	0	0	0
MI	2020-12-27	59	0	0	0	0
MI	2020-12-28	71	0	0	0	0
MI	2020-12-29	76	0	0	0	0
MI	2020-12-30	96	0	0	0	0
MI	2020-12-31	74	0	0	0	0
MI	2021-01-02	98	0	0	3	0
MI	2021-01-03	112	0	0	1	0
MI	2021-01-04	85	0	0	3	0
MI	2021-01-05	89	0	0	4	0
MI	2021-01-06	79	0	0	1	0
MI	2021-01-07	69	0	0	0	0
MI	2021-01-08	67	0	0	0	0
MI	2021-01-09	62	0	0	0	0
MI	2021-01-10	53	1	0	0	0
MI	2021-01-11	63	1	1	4	1
MI	2021-01-12	54	1	1	3	1
MI	2021-01-13	48	0	0	0	0
MI	2021-01-14	47	0	0	0	0
MI	2021-01-15	34	0	0	0	0
MI	2021-01-16	42	0	0	0	0
MI	2021-01-17	37	0	0	0	0
MI	2021-01-18	35	0	0	0	0
MI	2021-01-19	38	0	0	0	0
MI	2021-01-20	34	0	0	0	0
MI	2021-01-21	48	0	0	0	0
MI	2021-01-22	40	1	0	0	0
MI	2021-01-23	23	0	0	0	0
MI	2021-01-24	35	0	0	0	0
MI	2021-01-25	46	0	0	0	0
MI	2021-01-26	33	0	0	0	0
MI	2021-01-27	33	0	0	0	0
MI	2021-01-28	21	0	0	0	0
MN	2020-09-08	1	0	0	0	0
MN	2020-09-10	2	0	0	0	0
MN	2020-09-12	4	0	0	0	0
MN	2020-09-14	1	0	0	0	0
MN	2020-09-15	3	0	0	0	0
MN	2020-09-16	7	0	0	0	0
MN	2020-09-17	19	0	0	0	0
MN	2020-09-18	16	0	0	0	0
MN	2020-09-19	16	0	0	0	0
MN	2020-09-20	13	0	0	0	0
MN	2020-09-21	53	0	0	0	0
MN	2020-09-22	30	0	0	0	0
MN	2020-09-23	54	0	0	0	0
MN	2020-09-24	43	0	0	0	0
MN	2020-09-25	18	0	0	0	0
MN	2020-09-26	14	0	0	0	0
MN	2020-09-27	23	0	0	0	0
MN	2020-09-28	46	0	0	0	0
MN	2020-09-29	36	0	0	0	0
MN	2020-09-30	46	0	0	0	0
MN	2020-10-01	36	0	0	0	0
MN	2020-10-02	44	0	0	0	0
MN	2020-10-03	4	0	0	0	0
MN	2020-10-04	23	0	0	0	0
MN	2020-10-05	51	0	0	0	0
MN	2020-10-06	42	1	0	0	0
MN	2020-10-07	67	0	0	0	0
MN	2020-10-08	38	0	0	0	0
MN	2020-10-09	39	0	0	0	0
MN	2020-10-10	20	0	0	0	0
MN	2020-10-11	19	1	0	0	0
MN	2020-10-12	68	1	0	0	0
MN	2020-10-13	51	0	0	0	0
MN	2020-10-14	102	0	0	0	0
MN	2020-10-15	72	1	0	0	0
MN	2020-10-16	44	0	0	0	0
MN	2020-10-17	15	0	0	0	0
MN	2020-10-18	25	0	0	0	0
MN	2020-10-19	78	0	0	0	0
MN	2020-10-20	71	0	0	0	0
MN	2020-10-21	131	0	0	0	0
MN	2020-10-22	88	0	0	0	0
MN	2020-10-23	83	0	0	0	0
MN	2020-10-24	20	0	0	0	0
MN	2020-10-25	41	0	0	0	0
MN	2020-10-26	164	0	0	0	0
MN	2020-10-27	88	1	0	0	0
MN	2020-10-28	142	0	0	0	0
MN	2020-10-29	113	0	0	0	0
MN	2020-10-30	92	0	0	0	0
MN	2020-10-31	23	0	0	0	0
MN	2020-11-01	52	0	0	0	0
MN	2020-11-02	157	0	0	0	0
MN	2020-11-03	193	0	0	0	0
MN	2020-11-04	223	0	0	0	0
MN	2020-11-05	293	0	0	0	0
MN	2020-11-06	307	0	0	0	0
MN	2020-11-07	97	0	0	0	0
MN	2020-11-08	76	0	0	0	0
MN	2020-11-09	172	0	0	0	0
MN	2020-11-10	186	0	0	0	0
MN	2020-11-11	228	0	0	0	0
MN	2020-11-12	251	0	0	0	0
MN	2020-11-13	260	0	0	0	0
MN	2020-11-14	65	0	0	0	0
MN	2020-11-15	60	0	0	0	0
MN	2020-11-16	107	0	0	0	0
MN	2020-11-17	149	0	0	0	0
MN	2020-11-18	169	0	0	0	0
MN	2020-11-19	188	0	0	0	0
MN	2020-11-20	179	0	0	0	0
MN	2020-11-21	45	0	0	0	0
MN	2020-11-22	28	0	0	0	0
MN	2020-11-23	104	0	0	0	0
MN	2020-11-24	148	0	0	0	0
MN	2020-11-25	2	0	0	0	0
